Epoch,Collocation Loss,Physics Loss,Total Loss,Alpha,E[0],E[1]
0,0.2759776711463928,60679465730048.0,0.8827723264694214,1e-14,"tensor(63964964., device='cuda:0', grad_fn=<MulBackward0>)"
1000,0.00024289649445563555,15031839744.0,0.00039321486838161945,1e-14,"tensor(67435368., device='cuda:0', grad_fn=<MulBackward0>)"
2000,4.816744331037626e-05,3179030528.0,7.995774649316445e-05,1e-14,"tensor(68487064., device='cuda:0', grad_fn=<MulBackward0>)"
3000,1.4476522665063385e-05,1039331328.0,2.4869836124707945e-05,1e-14,"tensor(69070008., device='cuda:0', grad_fn=<MulBackward0>)"
4000,4.953261850459967e-06,495903968.0,9.912300811265595e-06,1e-14,"tensor(69233920., device='cuda:0', grad_fn=<MulBackward0>)"
5000,2.913313664976158e-06,331310560.0,6.226418918231502e-06,1e-14,"tensor(69236384., device='cuda:0', grad_fn=<MulBackward0>)"
6000,2.1441394437715644e-06,233084080.0,4.474980414670426e-06,1e-14,"tensor(69233320., device='cuda:0', grad_fn=<MulBackward0>)"
7000,1.9113990674668457e-06,198695712.0,3.898356226272881e-06,1e-14,"tensor(69231576., device='cuda:0', grad_fn=<MulBackward0>)"
8000,1.8324394659430254e-06,183702448.0,3.6694639220513636e-06,1e-14,"tensor(69230544., device='cuda:0', grad_fn=<MulBackward0>)"
9000,1.7585665545993834e-06,171192016.0,3.4704867175605614e-06,1e-14,"tensor(69230784., device='cuda:0', grad_fn=<MulBackward0>)"
10000,1.7281156488024862e-06,162985792.0,3.3579735827515833e-06,1e-14,"tensor(69230560., device='cuda:0', grad_fn=<MulBackward0>)"
11000,1.721125499898335e-06,157716768.0,3.2982929951685946e-06,1e-14,"tensor(69230448., device='cuda:0', grad_fn=<MulBackward0>)"
12000,1.7268616829824168e-06,153333904.0,3.260200628574239e-06,1e-14,"tensor(69230384., device='cuda:0', grad_fn=<MulBackward0>)"
13000,4.175330559519352e-06,697270720.0,1.1148037629027385e-05,1e-14,"tensor(69230008., device='cuda:0', grad_fn=<MulBackward0>)"
14000,1.7331285562249832e-06,150943088.0,3.242559387217625e-06,1e-14,"tensor(69230192., device='cuda:0', grad_fn=<MulBackward0>)"
