Epoch,Collocation Loss,Physics Loss,Total Loss,Alpha,E[0],E[1]
0,nan,313782391799808.0,nan,1e-14,"tensor(11875658., device='cuda:0', grad_fn=<MulBackward0>)"
1000,nan,44996690444288.0,nan,1e-14,"tensor(21175886., device='cuda:0', grad_fn=<MulBackward0>)"
2000,nan,12693562982400.0,nan,1e-14,"tensor(25020948., device='cuda:0', grad_fn=<MulBackward0>)"
3000,nan,1123488366592.0,nan,1e-14,"tensor(28418914., device='cuda:0', grad_fn=<MulBackward0>)"
4000,nan,69336637440.0,nan,1e-14,"tensor(29787100., device='cuda:0', grad_fn=<MulBackward0>)"
5000,nan,5282149888.0,nan,1e-14,"tensor(30243210., device='cuda:0', grad_fn=<MulBackward0>)"
6000,nan,925168640.0,nan,1e-14,"tensor(30403358., device='cuda:0', grad_fn=<MulBackward0>)"
7000,nan,674866688.0,nan,1e-14,"tensor(30465346., device='cuda:0', grad_fn=<MulBackward0>)"
8000,nan,1044987200.0,nan,1e-14,"tensor(30651310., device='cuda:0', grad_fn=<MulBackward0>)"
9000,nan,603438080.0,nan,1e-14,"tensor(30668098., device='cuda:0', grad_fn=<MulBackward0>)"
10000,nan,153972608.0,nan,1e-14,"tensor(30677912., device='cuda:0', grad_fn=<MulBackward0>)"
11000,nan,106945984.0,nan,1e-14,"tensor(30685994., device='cuda:0', grad_fn=<MulBackward0>)"
12000,nan,208367600.0,nan,1e-14,"tensor(30692456., device='cuda:0', grad_fn=<MulBackward0>)"
13000,nan,242210080.0,nan,1e-14,"tensor(30700740., device='cuda:0', grad_fn=<MulBackward0>)"
14000,nan,46766476.0,nan,1e-14,"tensor(30719224., device='cuda:0', grad_fn=<MulBackward0>)"
