Epoch,Collocation Loss,Physics Loss,Total Loss,Alpha,E[0],E[1]
0,0.4746876358985901,84434594299904.0,1.3190336227416992,1e-14,"tensor(17229240., device='cuda:0', grad_fn=<MulBackward0>)"
1000,0.011027871631085873,13450726080512.0,0.14553512632846832,1e-14,"tensor(25713122., device='cuda:0', grad_fn=<MulBackward0>)"
2000,0.013713514432311058,7914962026496.0,0.09286313503980637,1e-14,"tensor(33226684., device='cuda:0', grad_fn=<MulBackward0>)"
3000,0.011896399781107903,4137371041792.0,0.05327010899782181,1e-14,"tensor(40827216., device='cuda:0', grad_fn=<MulBackward0>)"
4000,0.008089135400950909,1995062509568.0,0.028039760887622833,1e-14,"tensor(47763528., device='cuda:0', grad_fn=<MulBackward0>)"
5000,0.004521943163126707,866926395392.0,0.013191206380724907,1e-14,"tensor(53936548., device='cuda:0', grad_fn=<MulBackward0>)"
6000,0.0020168961491435766,321037139968.0,0.005227267742156982,1e-14,"tensor(59280884., device='cuda:0', grad_fn=<MulBackward0>)"
7000,0.0006672505987808108,91857821696.0,0.0015858288388699293,1e-14,"tensor(63643152., device='cuda:0', grad_fn=<MulBackward0>)"
8000,0.00013734221283812076,17413609472.0,0.00031147830304689705,1e-14,"tensor(66785760., device='cuda:0', grad_fn=<MulBackward0>)"
9000,2.6343699573772028e-05,3561097216.0,6.195466994540766e-05,1e-14,"tensor(68539744., device='cuda:0', grad_fn=<MulBackward0>)"
10000,1.4075942090130411e-05,2045241088.0,3.452835517236963e-05,1e-14,"tensor(69138560., device='cuda:0', grad_fn=<MulBackward0>)"
11000,1.1507149793033022e-05,1522972672.0,2.673687595233787e-05,1e-14,"tensor(69225264., device='cuda:0', grad_fn=<MulBackward0>)"
12000,1.1579506463021971e-05,1510861568.0,2.668812157935463e-05,1e-14,"tensor(69228592., device='cuda:0', grad_fn=<MulBackward0>)"
13000,1.1578649719012901e-05,1502203904.0,2.660068821569439e-05,1e-14,"tensor(69228456., device='cuda:0', grad_fn=<MulBackward0>)"
14000,1.1216813618375454e-05,1532667008.0,2.6543482817942277e-05,1e-14,"tensor(69228616., device='cuda:0', grad_fn=<MulBackward0>)"
