Epoch,Collocation Loss,Physics Loss,Total Loss,Alpha,E[0],E[1]
0,0.060490932315588,2275410706432.0,0.08324503898620605,1e-14,"tensor(6694775., device='cuda:0', grad_fn=<MulBackward0>)"
1000,0.03718976303935051,845249249280.0,0.04564225673675537,1e-14,"tensor(18346164., device='cuda:0', grad_fn=<MulBackward0>)"
2000,0.026011891663074493,1112339120128.0,0.037135280668735504,1e-14,"tensor(33544802., device='cuda:0', grad_fn=<MulBackward0>)"
3000,0.017648860812187195,1323068555264.0,0.030879545956850052,1e-14,"tensor(44252276., device='cuda:0', grad_fn=<MulBackward0>)"
4000,0.00352625735104084,688662118400.0,0.010412878356873989,1e-14,"tensor(59536392., device='cuda:0', grad_fn=<MulBackward0>)"
5000,0.0002733712026383728,39387439104.0,0.0006672455929219723,1e-14,"tensor(67665672., device='cuda:0', grad_fn=<MulBackward0>)"
6000,0.0002627483627293259,29283049472.0,0.0005555788520723581,1e-14,"tensor(68474696., device='cuda:0', grad_fn=<MulBackward0>)"
7000,0.0002608325448818505,28030474240.0,0.0005411372985690832,1e-14,"tensor(68486440., device='cuda:0', grad_fn=<MulBackward0>)"
8000,0.0002610021911095828,27519113216.0,0.000536193314474076,1e-14,"tensor(68486712., device='cuda:0', grad_fn=<MulBackward0>)"
9000,0.00026134232757613063,27257530368.0,0.0005339176277630031,1e-14,"tensor(68487880., device='cuda:0', grad_fn=<MulBackward0>)"
10000,0.0002608513168524951,26800680960.0,0.0005288581596687436,1e-14,"tensor(68488456., device='cuda:0', grad_fn=<MulBackward0>)"
11000,0.00026076784706674516,27167232000.0,0.0005324401427060366,1e-14,"tensor(68488608., device='cuda:0', grad_fn=<MulBackward0>)"
12000,0.00026297662407159805,28684290048.0,0.000549819553270936,1e-14,"tensor(68487784., device='cuda:0', grad_fn=<MulBackward0>)"
13000,0.0002608160430099815,27384438784.0,0.0005346604157239199,1e-14,"tensor(68488200., device='cuda:0', grad_fn=<MulBackward0>)"
14000,0.00026077270740643144,28387979264.0,0.0005446524592116475,1e-14,"tensor(68489960., device='cuda:0', grad_fn=<MulBackward0>)"
