Epoch,Collocation Loss,Physics Loss,Total Loss,Alpha,E[0],E[1]
0,nan,81522228985856.0,nan,1e-14,"tensor(11875658., device='cuda:0', grad_fn=<MulBackward0>)"
1000,nan,173159710720.0,nan,1e-14,"tensor(5797161.5000, device='cuda:0', grad_fn=<MulBackward0>)"
2000,nan,68887781376.0,nan,1e-14,"tensor(4212893., device='cuda:0', grad_fn=<MulBackward0>)"
3000,nan,44471312384.0,nan,1e-14,"tensor(3497889.7500, device='cuda:0', grad_fn=<MulBackward0>)"
4000,nan,36802555904.0,nan,1e-14,"tensor(3187368., device='cuda:0', grad_fn=<MulBackward0>)"
5000,nan,30818748416.0,nan,1e-14,"tensor(3125490.2500, device='cuda:0', grad_fn=<MulBackward0>)"
6000,nan,27429453824.0,nan,1e-14,"tensor(3263772., device='cuda:0', grad_fn=<MulBackward0>)"
7000,nan,28359491584.0,nan,1e-14,"tensor(3636027.2500, device='cuda:0', grad_fn=<MulBackward0>)"
8000,nan,20869263360.0,nan,1e-14,"tensor(4108668.5000, device='cuda:0', grad_fn=<MulBackward0>)"
9000,nan,18958336000.0,nan,1e-14,"tensor(4460732., device='cuda:0', grad_fn=<MulBackward0>)"
10000,nan,27070744576.0,nan,1e-14,"tensor(4616578.5000, device='cuda:0', grad_fn=<MulBackward0>)"
11000,nan,14098141184.0,nan,1e-14,"tensor(4682060.5000, device='cuda:0', grad_fn=<MulBackward0>)"
12000,nan,13338601472.0,nan,1e-14,"tensor(4733236., device='cuda:0', grad_fn=<MulBackward0>)"
13000,nan,12458308608.0,nan,1e-14,"tensor(4774056.5000, device='cuda:0', grad_fn=<MulBackward0>)"
14000,nan,19233710080.0,nan,1e-14,"tensor(4832259., device='cuda:0', grad_fn=<MulBackward0>)"
