Epoch,Collocation Loss,Physics Loss,Total Loss,Alpha
0,0.08516983687877655,20634983727104.0,0.2915196716785431,1e-14
1000,0.0017458206275478005,131390283776.0,0.003059723414480686,1e-14
2000,0.0003045707126148045,55297114112.0,0.0008575418614782393,1e-14
3000,0.0002595404803287238,41802887168.0,0.0006775693036615849,1e-14
4000,0.00025472830748185515,40094478336.0,0.0006556730950251222,1e-14
5000,0.0002621496969368309,42542780416.0,0.0006875775288790464,1e-14
6000,0.000256756175076589,39123394560.0,0.0006479901494458318,1e-14
7000,0.00025453962734900415,35685052416.0,0.0006113901035860181,1e-14
8000,0.0002544937015045434,35808808960.0,0.0006125817890278995,1e-14
9000,0.00025673102936707437,46870233088.0,0.0007254333468154073,1e-14
10000,0.0002541349094826728,36393902080.0,0.0006180739146657288,1e-14
11000,0.0002551409415900707,39649886208.0,0.0006516397697851062,1e-14
12000,0.00025623859255574644,48519884800.0,0.0007414374267682433,1e-14
13000,0.00025451823603361845,38313717760.0,0.0006376553792506456,1e-14
14000,0.0002610986994113773,44829880320.0,0.0007093974854797125,1e-14
