Epoch,Collocation Loss,Physics Loss,Total Loss,Alpha,E,Percent Error (E)
0,0.1164868026971817,21294257012736.0,0.32942938804626465,1e-14,"tensor(48461536., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[30.0000]], device='cuda:0')"
1000,0.009570213966071606,545048854528.0,0.015020702034235,1e-14,"tensor(32821956., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[52.5905]], device='cuda:0')"
2000,0.009468145668506622,486988152832.0,0.014338027685880661,1e-14,"tensor(32811660., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[52.6054]], device='cuda:0')"
3000,0.009543893858790398,513814921216.0,0.014682043343782425,1e-14,"tensor(32830908., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[52.5776]], device='cuda:0')"
4000,0.06883062422275543,2729199009792.0,0.0961226150393486,1e-14,"tensor(46185388., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[33.2878]], device='cuda:0')"
5000,0.06882673501968384,298173792256.0,0.07180847227573395,1e-14,"tensor(25155166., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[63.6648]], device='cuda:0')"
6000,0.06879331171512604,144919707648.0,0.0702425092458725,1e-14,"tensor(8704415., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[87.4270]], device='cuda:0')"
7000,0.0687161311507225,62634057728.0,0.0693424716591835,1e-14,"tensor(-10732216., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[115.5021]], device='cuda:0')"
8000,0.06827986985445023,109732470784.0,0.06937719136476517,1e-14,"tensor(-30580232., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[144.1714]], device='cuda:0')"
9000,0.06229443848133087,295514472448.0,0.06524958461523056,1e-14,"tensor(-59524436., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[185.9797]], device='cuda:0')"
10000,0.02028585784137249,1481531195392.0,0.03510116785764694,1e-14,"tensor(31214116., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[54.9129]], device='cuda:0')"
11000,0.00975646823644638,824363843584.0,0.018000107258558273,1e-14,"tensor(32649800., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[52.8392]], device='cuda:0')"
12000,0.009439692832529545,491178491904.0,0.014351477846503258,1e-14,"tensor(32689032., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[52.7825]], device='cuda:0')"
13000,0.009568676352500916,632772100096.0,0.015896396711468697,1e-14,"tensor(32557858., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[52.9720]], device='cuda:0')"
14000,0.00945761427283287,592401072128.0,0.015381624922156334,1e-14,"tensor(32773862., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[52.6600]], device='cuda:0')"
15000,0.009418734349310398,475908177920.0,0.014177815988659859,1e-14,"tensor(32767790., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[52.6687]], device='cuda:0')"
16000,0.009646724909543991,540676784128.0,0.015053492039442062,1e-14,"tensor(32761764., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[52.6775]], device='cuda:0')"
17000,0.0095451595261693,505958793216.0,0.014604747295379639,1e-14,"tensor(32831070., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[52.5773]], device='cuda:0')"
18000,0.00939851626753807,469926313984.0,0.014097779989242554,1e-14,"tensor(32828518., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[52.5810]], device='cuda:0')"
19000,0.009535037912428379,466573918208.0,0.014200776815414429,1e-14,"tensor(32813898., device='cuda:0', grad_fn=<MulBackward0>)","tensor([[52.6021]], device='cuda:0')"
