Epoch,Collocation Loss,Physics Loss,Total Loss,Alpha,E[0],E[1]
0,nan,288189721870336.0,nan,1e-14,"tensor(11875658., device='cuda:0', grad_fn=<MulBackward0>)"
1000,nan,42111579717632.0,nan,1e-14,"tensor(21456262., device='cuda:0', grad_fn=<MulBackward0>)"
2000,nan,11704214749184.0,nan,1e-14,"tensor(25623236., device='cuda:0', grad_fn=<MulBackward0>)"
3000,nan,1324612321280.0,nan,1e-14,"tensor(29210782., device='cuda:0', grad_fn=<MulBackward0>)"
4000,nan,88327864320.0,nan,1e-14,"tensor(30942414., device='cuda:0', grad_fn=<MulBackward0>)"
5000,nan,11407507456.0,nan,1e-14,"tensor(31496670., device='cuda:0', grad_fn=<MulBackward0>)"
6000,nan,7417510912.0,nan,1e-14,"tensor(31684246., device='cuda:0', grad_fn=<MulBackward0>)"
7000,nan,4430843904.0,nan,1e-14,"tensor(31768220., device='cuda:0', grad_fn=<MulBackward0>)"
8000,nan,7460251136.0,nan,1e-14,"tensor(31935612., device='cuda:0', grad_fn=<MulBackward0>)"
9000,nan,5073680896.0,nan,1e-14,"tensor(32001392., device='cuda:0', grad_fn=<MulBackward0>)"
10000,nan,4233296640.0,nan,1e-14,"tensor(32106358., device='cuda:0', grad_fn=<MulBackward0>)"
11000,nan,3481877760.0,nan,1e-14,"tensor(32285774., device='cuda:0', grad_fn=<MulBackward0>)"
12000,nan,2869760000.0,nan,1e-14,"tensor(32502312., device='cuda:0', grad_fn=<MulBackward0>)"
13000,nan,2350938112.0,nan,1e-14,"tensor(32696282., device='cuda:0', grad_fn=<MulBackward0>)"
14000,nan,2503802624.0,nan,1e-14,"tensor(32837758., device='cuda:0', grad_fn=<MulBackward0>)"
